ObjectID,Object Number,Mnemonic,Classification,Culture,Period,Display Name,Alpha Sort,Object Name,Title Sort,Date,Begin Date,Medium/Materials,Dimensions,Description,WebDescription
1928,LEEDM.F.1966.0326,Anthropology,Costume and Textiles,Palestinian Arab,,,,robe,,1930-1950,1930,"cotton, silk",object: 1346 x 1260 x 3mm,"woman's gown or robe, of coarse woven striped cotton, with gussets and insets of imported cotton and silk piece. Front of breast elaborately embroidered. Originally described as man's dress, more likely to be a woman's (VBJ), the front panel applique and","This woman's gown or robe is made from coarsely woven striped cotton, with gussets and inserts of imported cotton and silk. The chest front is elaborately embroidered, with applique and couching similar to that found at Bethlehem. However, it could have been made in Hebron where more of the women worked in the fields for most of the year, and so had less time to sew themselves. They often incorporated Bethelehm front panels purchased from traders in their robes."
1935,LEEDM.F.1966.0333,Anthropology,Costume and Textiles,,,,,cloth,damask woven textile,1930-1955,1930,cotton,object: 965 x 1860 x 2mm,"factory print, probably resist-printed; blocks of yellow/greeny patterns imitating tie-dye, on indigo; fringed ends. Worn by woman as a wrapper. D.M.Hann, Leeds Univ. 5/4/95: this is Jacquard-woven fabric, resist-printed with engraved copper roller, using","Cotton cloth length worn by women as a wrapper. The fabric was woven in a factory on a Jacquard loom, and then resist-printed with an engraved copper roller with a synthetic dye that imitates indigo. The design is a deliberate imitation of tie dye. The weaving may have been done in Europe, and the printing in Africa, or the whole process done before importing to Africa."
1943,LEEDM.F.1966.0341,Anthropology,Costume and Textiles,,,,,shirt,resist dyed textile,1950s,1950,cotton,object: 1565 x 1016 x 2mm,"Shirt of factory-woven cotton, tie-dyed indigo pattern. Most of shirt or tunic plain indigo. Two rows of white tie-dye dots at junction of sleeves with body, and cross band of white tie dye near mid height of body.","This is a woman's shirt or blouse of factory-woven cotton with tie-dyed indigo pattern on the shoulders, and in a band across the body. The cotton cloth was probably imported, whilst the tie-dye was done locally. The design of two rows of tie-dye dots at the shoulders, and two broad ties on the body is simple and dramatic."
1944,LEEDM.F.1966.0342,Anthropology,Costume and Textiles,Yoruba?,,,,cloth,resist dyed textile,1950s,1950,cotton,object: 864 x 838 x 1mm,"Factory-woven cotton cloth, with all-over starry pattern, tie-dyed indigo. Possibly a headtie.","This square of factory-woven cotton cloth was probably used as a head tie by women. It has an indigo tie-dyed pattern of irregular all-over knots or stars, that was done locally in Africa."
1947,LEEDM.F.1966.0345,Anthropology,Costume and Textiles,,,,,cloth,discharge printed textile,1950s,1950,cotton,object: 864 x 2540 x 2mm,"factory cloth, indigo discharge print with white motifs, probably worn as a wrapper. Imported cotton piece dyed in West Africa, with reserved pattern of squares, arrows etc. May be Nigerian. Dr. M. Hann, Leeds University, 5/4/95: ""Design is typical of scr","This cotton cloth was probably worn by women as a wrapper. It was woven and dyed in a factory, probably in Nigeria rather then Europe. It is an indigo discharge print with a white reserved pattern of squares, arrows, etc, probably done with a roller."
1950,LEEDM.F.1966.0348,Anthropology,Costume and Textiles,Toda,,,,shawl,,1900-1960,1900,cotton,object: 940 x 1575 x 3mm,"white handwoven cloth, with red and black woven stripes, black embroidery. Originally described as West African, provenance identified by VBJ in May 1996. Woven on wide loom, with red and orange vertical stripes near edges, red and black horizontal woven","The large white handwoven cloth, shown here wrapped round as a skirt, is usually worn over other clothing as a full length shawl or wrap. The cream cotton has been woven on a wide loom with red and orange vertical stripes near the edges, and red and black horizontal woven bands with black zigzags worked warp ways and weft ways. On top of these is some additional black embroidery."
1954,LEEDM.F.1966.0352,Anthropology,Costume and Textiles,,,,,tunic,,1930-1960,1930,cotton,object: 635 x 692 x 2mm,"cotton tunic or blouse. Original colour seems to have been yellow; then dyed dark blue, leaving band of yellow at bottom and ""reserved"" patches for design. Pattern then ?stencilled on with black background leaving yellow 'herring-bone' design, later touch","This man's cotton tunic or blouse was probably printed to look like batik.  The first layer of dye colour seems to have been yellow, the next dark blue or brown, leaving band of yellow at bottom and ""reserved"" patches for the more detailed pattern. The herring bone or fern pattern may have been applied with stencils which left the design as background, to be touched up afterwards in red."
1957,LEEDM.F.1966.0355,Anthropology,Costume and Textiles,Islamic,,,,cloth,,1880-1900,1880,"cotton, dye",object: 1016 x 1194 x 1mm,"calico cloth, hand block-printed, 19th century (see comments by J. Wearden for F.1966.354). Square with central circular design, similar to Turkish turban covers, but this one probably a table cloth. Border with Persian calligraphy infilled cartouches, bl","Calico cotton cloth, for domestic use as a table cloth. Block-printed by hand with floral design and border of Persian calligraphy repeats. The Persian translates to something like 'in awe of your munificence that continues daily'. This is part of a longer quote from a saying or poem, which would be very appropriate for a table cloth."
1958,LEEDM.F.1966.0356,Anthropology,Costume and Textiles,Islamic,,,,cloth,,1880-1900,1880,"cotton, dyes",object: 940 x 533 x 1mm,"calico cloth, block printed by hand. Probably 19th century (see comments by J Wearden for F.1966.354, 1989). This one probably a prayer mat, with central mihrab arch shape. Ulrike al-Khamis (NMS) 29/9/2005: but unlike a proper mat it has no border or lini","Calico cotton cloth, block-printed by hand with a mihrab arch shape and floral designs, that would make the cloth appropriate to use as a prayer mat. The finials along the top represent alams or ornaments that were carried in the Muharram or commemorative processions recalling the martyrdom of Hussein at Kabala. As this cloth has no border of quilted lining it may be a decorative hanging rather than a prayer mat."
1961,LEEDM.F.1966.0359,Anthropology,Costume and Textiles,,,,,jacket,,1880-1900,1880,cotton,object: 1095 x 550 x 3mm,"Jacket or coat of printed cotton. Front patterned with red stripes alternating with cream with curious interlocking design. Lined with sprigged red cotton.  J. Wearden (V&A 1989). This is late 19th century Persian. Good lining, but outer cloth probably im",This jacket or short coat is made of printed cotton. The front is patterned with deep red stripes alternating with cream with a curious interlocking design. The lining is a sprigged red cotton cloth.  The lining may have been printed locally but the outer cloth is more probably imported from France or Britain.
1963,LEEDM.F.1966.0361,Anthropology,Costume and Textiles,,,,,robe,,1900-1950,1900,cotton,object: 1270 x 1490 x 3mm,"man's robe or gown, of printed cotton or calico, with floral sprig design. Lined. Comments by J. Wearden (V&A 1989): Good one, would be worn with trousers and a white shirt (c.f. JMW 1989 Persian Printed Cottons, V&A, plate 13).","This man's robe or gown is made of cotton or calico, printed locally with a floral sprig design. It is lined and would be worn with trousers and a white shirt."
1967,LEEDM.F.1966.0365,Anthropology,Costume and Textiles,,,,,jacket,,1880-1900,1880,cotton,object: 1220 x 500 x 6mm,"printed cotton coat for a child. Floral designs in stripes, red, blue, green on white. Lined with white cotton. Cuffs decorated with silver wire etc on blue velvet and with row of brass buttons. This decoration added later and can be removed. Fitted with","This printed cotton coat or jacket would be worn by a child, either a girl or a boy. The fabric has floral designs in narrow stripes, of red, blue and green on white. It is lined with white cotton. The cuffs are decorated with silver wire threadwork on blue velvet and a row of brass buttons. The pocket contained a white cotton handkerchief with a border of grey spots and a child's nursery rhyme in English. The velvet is an addition to the sleeves which could be removed, and is definitely not original."
1979,LEEDM.F.1966.0377,Anthropology,Costume and Textiles,,,,,robe,,1900-1950,1900,cotton,object: 660 x 750 x 2mm,"boy's coat or robe of cotton with tiger design, printed in black on a yellow ground. Label reads ""Boy's Tiger Coat to frighten the evil spirits. China. C.M.S. Case 145, no. 562"". Found with bundle labelled Malaya. L Wrigglesworth July 1986: ""Not Chinese s","This cotton coat or robe has a tiger skin design, printed in black on a yellow ground. The old Church Missionary Society display label reads ""Boy's Tiger Coat to Frighten the Evil Spirits. China"". It may have come from an expatriate Chinese community in Malaysia, rather than China itself. It was probably made and worn for a special dance or a play."
1982,LEEDM.F.1966.0380,Anthropology,Costume and Textiles,Chinese,,,,tunic,,1930-1950,1930,cotton,object: 1150 x 790 x 10mm,"woman's dress-coat or tunic, blue and white thick cotton. Dark blue background, white design of flowers and rondels with knotwork inside. Narrow collar, right side fastening, and neck opening on diagonal (Chinese-style), from centre to side. Depth measure","This woman's tunic is made of thick cotton printed with a blue and white floral design. It has a narrow collar, right side fastening, and a diagonal neck opening which is Chinese in style, from the centre to the right side. It came with a matching pair of trousers, and was probably made by Chinese tailors for Malaysian wear."
1983,LEEDM.F.1966.0381,Anthropology,Costume and Textiles,,,,,trousers,,1930-1950,1930,cotton,object: 826 x 700 x 2mm,"blue and white cotton trousers, which go with the tunic F.1966.380. Large rough white cotton waist band. Dark blue background, white design of flowers and leaf sprigs.",These blue and white cotton trousers go with the tunic that has a similar but more complicated floral design (F.1966.0381). The trousers have a deep white cotton waist band and broad straight legs. They are printed with a pattern of white leaf sprays on the dark blue ground.
1984,LEEDM.F.1966.0382,Anthropology,Costume and Textiles,,,,,sarong,batik,1930-1960,1930,cotton,object: 1054 x 824 x 2mm,"sarong of floral printed batik cotton in cream with lattice and dark red floral border ends. Labelled No. 13, Malay Man Sarong, C.M.S. Sewn rather than worn open, two edges would be stitched together.","This sarong length of floral printed batik cotton has a cream ground in its centre, with a lattice motif behind large colourful flowers. The borders and deep end panel are brown with a russet red and cream flower pattern. This cloth is for a man's sarong, which would be sewn up as a tube for wear, rather than just wrapped around. The batik is done with both wax resist printing blocks made of copper, and wax line drawing pens for some fine detail."
2010,LEEDM.F.1966.0408,Anthropology,Costume and Textiles,Inuit,,,,gloves,,1900-1930,1900,caribou fur,object: 150 ž 280 ž 100mm,"pair of caribou skin gloves or mitts. Confirmed by JCH King that this is caribou rather than reindeer. Now rather dried out, but fur still in marvellous condition.","Pair of thick caribou skin gloves with the fur on the outside. The caribou migrate southwards in the winter, but the temperatures in arctic Canada are so low they still need this thick fur to keep warm, and it makes ideal glove material."
2033,LEEDM.F.1966.0421,Anthropology,Costume and Textiles-Costume accessories,,,,,badge,,1897,1897,brass,"object length: 90mm
object width: 45mm
object depth: 15mm","Kaffir' boy's badge. Brass belt buckle stamped as a badge with name, date 1897, and number. Oval with straight short ends, and long oval piercings at these ends. Dented and worn.","Boy's badge, worn as a belt buckle. It has a name, number and date which suggest it was a 'pass' badge, which enabled the wearer to work in a European or Whites only area."
2089,LEEDM.F.1967.0036,Anthropology,Costume and Textiles-Costume accessories,Hindu,,,,locket,,1890-1930,1890,silver?,object: 30 x 37 x 15mm,"locket on a chain, with Brahma riding on goose. Made in India for Europeans?. Chain broke and is now separate (AL March 2012). Locket opens to reveal to oval photograph holders with paper inserts. One will not come out, but the other is loose. The workman","From the mid 19th century silver lockets with Hindu deities on them were popular with Europeans. They were often used to carry miniature photographs of loved ones. The deities were often shown riding their animal vehicles, such as here with Brahma on his goose.  Many were lised in the catalogue of  P. Orr and Son, a Britsih firm in Madras who were renound for making silver jewelry decorated with Hindu deities and marketed as 'swami ware''' - See J Bloom (2009) The Grove encyclopedia of Islamic art and architecture, Volume 2. OUP. The source of this locket is not recorded."
2097,LEEDM.F.1967.0044,Anthropology,Costume and Textiles,,,,,slippers,,1890-1950,1890,leather,object: 40 x 80 x 270mm,"Pair of embroidered leather slippers, Arab type, probably from Egypt. Reddish leather with outer surface tanned a littled darker, with embroidery in cream, gold and red silk thread, and some painted designs on the heels (to check).",This pair of embroidered leather slippers are embroidered with a floral and curved geometric design typical of Egyptian traditional fashion. The heels also have painted decoration.
2109,LEEDM.F.1967.0056,Anthropology,Costume and Textiles,,Qing,,,shoe,,1880-1900,1880,"silk, cotton",object: 70 x 40 x 100mm,"single shoe for lady with bound foot. Embroidered green silk upper with three different silk brocades above, black, pink and yellow. Tiny pointed toe, small heel covered with quilted cream cloth over card or wood base. Brocades have different floral desig","This single shoe is for a lady with bound feet. It has a tiny pointed toe, and a small heel and sole, covered with quilted cream cloth over a card or rope base. The embroidered green silk upper has three different silk brocades above, in black, pink and yellow. It was mainly upper class women of the Han Chinese majority who had their feet bound. This was a very painful process which began at the age of five or six, when the toes were broken and pushed back under the instep. The feet were then bound tightly with ribbons and bandages. The result was meant to be as beautiful as a lotus bud. Many missionaries campaigned against foot binding and the practice was outlawed by the Chines People's Republic after 1949."
2180,LEEDM.F.1967.0123,Anthropology,Costume and Textiles,,,,,boots,,1870-1890,1870,leather,,"Polish Gala boots of black leather with decorative applique design in red, yellow, green and white leather.","Man's Gala or dancing boots of black leather with decorative applique design in red, yellow, green and white leather."
2198,LEEDM.F.1967.0140,Anthropology,Costume and Textiles,,,,,hat,,1900-1950,1900,"cane, plant fibre, leather",object: 180 x 406 x 5mm,"circular basketry hat, black and natural basketry with reddish brown and green leather work on rim of brim and crown. Originally described as a chief's hat but could have belonged to any important man or trader. Top of crown has square of green leather wi",This circular basketry hat has contrasting bands and details in black and natural basketry with reddish brown and green leather work on the brim rim and the crown. The top of the crown has a square of green leather with four spokes or leaves embroidered in red wool or floss silk. The other main design on the crown are panels with a lozenge chain in red and green leather. Originally this was described as a chief's hat but it may have belonged to any important man or trader.
2206,LEEDM.F.1967.0148,Anthropology,Costume and Textiles,Inuit,,,,boots,,,0,sealskin,object: 169 x 127 x 48mm,"pair of leather boots for a child, with thong for tying on snow-shoes?. Soles stitched on separately. Paler skin tops with rectangular cut work, or 'ladder' band.","Pair of leather boots for a child, with thongs for tying round the ankles. The soles are stitched on separately. The paler skin tops are decorated with rectangular cut work, making a 'ladder' band."
2213,LEEDM.F.1967.0155,Anthropology,Costume and Textiles,Huron?,,,,bag,,1850?,1850,"silk, birch bark, moose hair",object: 168 x 223mm,"Bag of silk with birch bark panels embroidered with moose hair flowers. Hexagonal panel at base with design of pipe smoker, tree-trunk and flowers.","This drawsting bag was probably used by a Canadian or European woman for storing sewing threads or more precious items. It is made of  factory woven silk with 7 birch bark panels embroidered with moose hair. The hexagonal panel at the base has a design of a pipe smoker, tree-trunk and flowers. Two of the other panels also include figures, whilst the rest are of plants or flowers, and a small canoe outline. The panels would have been produced by Woodlands area Amerindian women for sale as souvenirs."
2219,LEEDM.F.1967.0161,Anthropology,Costume and Textiles,,,,,apron,,1900-1950,1900,"skin, glass beads",object: 1360 x 640 x 12mm,"skin apron of dressed cow or calf skin, with pale yellow or white hair on inside, decorated outside with upper edge band of thick blue glass beads, then narrow band of blocks of pink, white, red and green beads, then fringe panels of mainly pink and white","This large skin apron of dressed cow or calf skin has pale yellow or cream hair on the inside, and is decorated outside with glass beads. These would have been acquired through trade at local shops. The upper edge has a band of thick blue glass beads, then a narrow band of blocks of pink, white, red and green beads. Below this are several fringe panels of mainly pink and white beads, with a few green and red. The fringe strands are fairly long and would have moved when the wearer walked. It was probably worn by a woman."
2252,LEEDM.F.1967.0184,Anthropology,Costume and Textiles,,Qing,,,pair of shoes,,1880-1900,1880,"silk, cotton",object: 162 x 84 x 228mm,"pair of ladies shoes, with raised heels. Tops have floral design, edged with blue, and two parallel ridges down toe. Soles raised 102 mm on central block.","This pair of ladies shoes have large platforms or raised heels. The tops are of tapestry woven silk with a floral design, edged with plain blue silk. There are two parallel ridges covered in pale green silk down the front over the toes, and a reinforcing flap over the back ankle. These shoes would have been worn by wealthy Manchu women whose feet were unbound."
2277,LEEDM.F.1967.0209,Anthropology,Costume and Textiles,Arab,,Francois Rankin,"Rankin, Francois",sandals,,1880-1900,1880,wood,object: 51 x 267 x 110mm,"pair of wooden sandals, Arab type. Raised up 5 cms, on four 'feet'. Fibre cords threaded through holes in heel and sole for instep and big toe. No provenance, but similar to Arab type (F.1962.103), and may be Central or East African.","A pair of Arab style wooden sandals, raised up on four 'feet', with plaited fibre cords threaded through holes in the heel and sole for instep and big toe."
2223,LEEDM.F.1967.0221,Anthropology,Costume and Textiles-Costume accessories,Amazon Indian,,Francois Rankin,"Rankin, Francois",armlet,,1890-1930,1890,"plant fibre, monkey teeth, wood",object: 127 x 152 x 6mm,"more likely to be an armlet than a headdress as first thought. Made of twisted fibre, seeds and rectangular panel covered with peccary teeth. Panel is made of woven fibre cord with 12 rows of teeth sewn on. Originally thought to be peccary teeth, identifi","This elaborate ornament was probably worn on the upper arm by an important man. It is made of twisted fibre, large black seeds and many rows of tiny teeth. These are monkey teeth, and there are 12 rows of them sewn on through tiny piercings in the teeth roots. The long side cords for tying the ornament round the arm are crossed and lashed together to form a circlet. One cord has a piece of lizard skin attached. The cord ends continue to form long tassels, the ends of which are usually decorated with round black seeds, Job's tear seeds, small beans, shell pieces or bone beads."
2226,LEEDM.F.1967.0224,Anthropology,Costume and Textiles-Costume accessories,,,Francois Rankin,"Rankin, Francois",armlet,,1890-1910,1890,brass,object: 117 x 81mm,"spiral brass armlet with eight turns, of quarter inch brass rod.","Spiral armlet of steel, worn by a man on his upper arm."
2285,LEEDM.F.1967.0231,Anthropology,Cosmetics,,,Francois Rankin,"Rankin, Francois",pigment,,c. 1900,1900,pigment,object: 78 x 131 x 126mm,"circular block of red pigment, which seems to have been collected in a basket, and presumably used as a dye.",Block of red clay pigment for face and body colour. It is dry and hard and the outer surface is rough and worn.
2304,LEEDM.F.1967.0249,Anthropology,Costume and Textiles,Sami or Lapp,,Francois Rankin,"Rankin, Francois",hat,,1890-1920,1890,"wool, cotton, wood, metallic threads",object: 178 x 356 x 232mm,"wooden frame covered with red felt, coxcomb effect at top with blue and yellow cord sewn on. Band of embroidered braid, then panel of check silk. Flaps at front with strings to tie under chin. Lace along bottom edge. Broad ribbon, with gold embroidery, fo","This hat for a Sami or Lapp child with its distinctive curved peak has a wooden body or frame which is covered in red wool felt or blanket cloth. Blue and yellow cords are sewn into the upper seams, and a band of metal foil braid followed by a lace topped panel of check silk goes around the lower body. The hat extends with flaps at the sides and strings to tie under chin. The bottom edge is trimmed with lace."
2370,LEEDM.F.1967.0315,Anthropology,Costume and Textiles-Costume accessories,,,,,comb,,c. 1900,1900,,object: 19 x 216 x 2mm,"bone comb with five teeth and long handle with four pierced circles in centre, one broken off. Then long handle end with lozenge incised pattern, and rounded top. Curved in profile.","Narrow bone comb with waisted grip, now damaged and four long teeth."
2378,LEEDM.F.1967.0323,Anthropology,Costume and Textiles-Costume accessories,,,,,bracelet,,1890-1920,1890,brass,object: 38 x 41 x 9mm,"child's brass wire bracelet, with open work design.","A child's brass wire bracelet, with open work design. Provenance unknown."
2391,LEEDM.F.1967.0336,Anthropology,Costume and Textiles-Costume accessories,,,,,cross,,1890-1930,1890,"coral?, glass, brass",object: 65 x 110 x 10mm,"cross pendant made of large red glass or coral beads, on metal wire, with ring loop at top for suspension.","This cross pendant is made of large red glass or coral beads, strung on metal wire, with a small loop at the top for suspension."
2487,LEEDM.F.1968.0046,Anthropology,Costume and Textiles,,Qing,,,robe,,1870-1900,1870,"silk, metallic threads",object: 1480 x 1105 x 24mm,"Embroidered silk robe, probably an actor's or opera singer's robe, with large gold dragon head centre front and back. Raised effect produced by wire ripples, at edges of head, and under some of the gold stitching. Medium quality stitching in fairly coarse","This embroidered silk robe probably belonged to an actor. It has a large gold lion or dragon head in the centre on the front and back. The open mouth and some of the edges of head are made more dragmatic by the raised effect produced by wire and cotton thread stuffing under some of the gold thread work. The rest of the embroidery is of medium quality stitching in fairly coarse silk twist, originally in very bright cerise, red, purple and green. The robe has a cotton print lining with a floral design and side flaps of cerise silk with gold against purple character emroidery. Other characters are embroidred on the sleeve ends."
2559,LEEDM.F.1969.0007,Anthropology,Costume and Textiles,Inuit,,,,snowshoes,,c. 1900,1900,"wood, hide, sinew",object: 395 ž 1044 ž 21mm,"pair of wood and twisted hide snowshoes. Narrow hide twistings, darker wood frames than F.1969.6.","Pair of wood and twisted hide snowshoes, with complex netted patterns in three sections."
2634,LEEDM.F.1969.0082,Anthropology,Costume and Textiles-Costume accessories,,,,,fan,,1900-1950,1900,"palm leaf, paint, mica",object: 269 x 564 x 26 x 311mm,"fan of natural palm leaf, very similar to F.1969.83. With semi-transparant border edged with diamond pattern.  Probably from Bengal, see notes.",Fan made of natural palm leaf with a semi-transparant border of mica edged with a diamond pattern.  The main body has been painted with a multi-leaf design in deep orange against a green background. Probably from Bengal.
2634,LEEDM.F.1969.0082,Anthropology,Costume and Textiles-Costume accessories,,,,,fan,,1900-1950,1900,"palm leaf, paint, mica",object: 269 x 564 x 26 x 311mm,"fan of natural palm leaf, very similar to F.1969.83. With semi-transparant border edged with diamond pattern.  Probably from Bengal, see notes.","Palm leaves make an ideal natural source for a fan to cool one down.  This painted leaf is decorated with mica diamonds. It was probably used by servants attending a wealthy family.   
Transferred from Leeds Art Gallery, 1969"
2735,LEEDM.F.1969.0138,Anthropology,Costume and Textiles,Samoyed,,,,coat,,1880-1906,1880,"reindeer fur, wool",object: 857 x 1070 x 60mm,"robe or coat of reindeer fur, the fur on the inside, with tall neck, and long sleeves to which mits are attached. Red wool cloth band at cuffs, and near hem, which also has fur trim. Attacked by moth in late 1950s, early 1960s. See postcard.","This robe or coat of reindeer fur would be worn by a Samoyed hunter. The fur is on the inside, and the sun-bleached hide on the outside. The tall neck would keep the wind out, and can also be folded down. Fur mitts, made separately, are attached to the end of the long sleeves. The robe is decorated with bands of red wool cloth at the cuffs and near the hem, which is also trimmed with fur."
2737,LEEDM.F.1969.0140,Anthropology,Costume and Textiles,Samoyed,,,,boots,,1880-1906,1880,"reindeer fur, wool",object: 423 x 187 x 223mm,"pair of fur boots, probably reindeer fur. Fur on outside, many seams, some red cloth and other fur fringe inserts in seams. Large, probably for a man. Came out of Park Row stores in 1960s, but unlike the coat F.1969.138, were not attacked by moth.",These men's boots go with the Samoyed hunter's coat and are also made of reindeer fur. Here the fur is on the outside. Shorter lengths have been cut into tapering panels and stitched together with many seams. Some of the seams have red wool cloth and other fur fringes inserted.
2742,LEEDM.F.1969.0145,Anthropology,Costume and Textiles,Thai,,,,cloth,,c. 1900,1900,"cotton, silk",object: 600 x 3200 x 18mm,"Long cloth of multicoloured cotton, with vertical stripes and knotted fringe. Colours: red, green, yellow, blue, cream, with supplementary weft designs in red on cream ground. Depth measured at knots, 18 mm.","This long cloth of multicoloured cotton has a pattern of vertical stripes and a knotted fringe. The main colours are red, green, yellow, blue and cream. The cloth has supplementary weft designs in red on a cream ground. It would probably have been worn on festive or important occasions wrapped round the body, or draped like a shawl over the head."
2757,LEEDM.F.1970.0001,Anthropology,Costume and Textiles-Costume accessories,Korean,,,,purse,,1880-1900,1880,"silk, metallic thread",object: 95 x 114 x 5mm,"Purse or bag of red silk, embroidered with floral design in green, pink, yellow, white, purple, blue and gold thread. Lined inside with blue figured satin. Green drawstring intricately knotted. Catch consists of blue woven thread loop and metal ball. When","This small purse or bag of red silk is embroidered with a floral design in green, pink, yellow, white, purple, blue and gold silk thread. It is lined inside with blue figured satin. The green cord drawstring is intricately knotted. The fastening consists of a blue woven thread loop and a metal ball. It is made from a rectangle of cloth folded diagonally. It was collected by a famous traveller, Isabella Bird Bishop, and is said to have been worked by the Empress of Korea."
2764,LEEDM.F.1970.0008,Anthropology,Costume and Textiles,Maori,,,,bag,,1870,1870,flax,object: 305 x 254 x 7mm,"bag, flax, old labels read (i) Maori bag (New Zealand) made by a native woman whose husband fell fighting HM troops in the North Island, (ii) Maori bag 1870. Cream coloured criss-cross patterns of brown and purple fibres on both sides. Handle of twisted f",This small rectangular bag was made from New Zealand flax by a Maori woman in 1870. The cream coloured fibres are finger woven together with a criss-cross stitching in a purple brown colour on top. The handle is of twisted fibre with tassels where it joins the bag.
2766,LEEDM.F.1970.0010,Anthropology,Costume and Textiles-Costume accessories,,,,,headdress,,1890-1920,1890,"emu feathers, plant fibre",object: 330 x 462 x 4mm,"headdress of emu feathers on fibre string, old label-""Head ornament of emu feathers worn by aboriginal men at some of their dances. N.Queensland. Feathers are white, tipped with black or brown. Thinner fibre strings at ends.","This headdress is made of emu feathers fastened together and suspended from a fibre string with long thin tie ends. The feathers are a pale orange and white in colour, tipped with black or brown. An old label reads: ""Head ornament of emu feathers worn by Aboriginal men at some of their dances""."
2805,LEEDM.F.1970.0050,Anthropology,Costume and Textiles,Ojibway,,,,bag,bandolier,1870-1900,1870,"cotton, wool, glass beads",object: 395 x 1160 x 6mm,"large flat rectangular bag of black cloth, faced with beadwork, white with large floral patterns; opening on face, near top; wide long shoulder band, with similar beadwork face. Originally described as an apron. Black cloth is cotton. 17 woven beadwork ta","This large flat rectangular bag is made of black cotton cloth completely faced with beadwork. Large floral patterns stand out on a white ground. The opening for the main pouch is a bound slit near the top centre. The bottom of the bag is decorated with woven beadwork tassels wthat have a design of white and gold squares and purple woollen pom-poms at their ends. A broad shoulder band enables the owner to carry the bag diagonally across the front of the body. This is a late 19th century example of a type of bag used by hunters and traders in the 18th century. It became a part of ceremonial dress, still worn today by men, even over a western suit."
2807,LEEDM.F.1970.0052,Anthropology,Costume and Textiles,Blackfoot or Dakota?,,,,bag,pipe bag,1880-1900,1880,"skin, glass beads, porcupine quills",object: 140 x 950 x 7mm,"long narrow bag, with beaded panel on both sides at base, blue with triangles; skin stained yellow; 15 strips hang from base, bound with red and other coloured quills; long fringe. For storing a pipe. Decorated with green, blue, gold, yellow and silver be",This long narrow bag of tanned hide is used by a Plains Indian man for storing his tobacco pipe. It has a  beaded panel on both sides at the base with a design of mainly red triangles on a blue ground. The skin or hide above has been stained yellow. Below the beadwork panels are 15 strips of hide bound with red and other coloured porcupine quills and a very long hide fringe.
2808,LEEDM.F.1970.0053,Anthropology,Costume and Textiles,Northern Plains,,,,bag,pipe bag,c. 1880,1880,"hide, porcupine quills, glass beads",object: 170 x 830 x 7mm,"Rectangular bag of white tanned hide, with fringe at bottom; section of bead embroidery, light blue ground with geometric pattern in yellow, dark blue, red and pink; section of 19 strands of hide, each wrapped with quills - pink ground with dark and light","This is another Plains Indian hide bag for storing a tobacco pipe. Here the white tanned hide has not been coloured. The beadwork panels have a similar blue ground, with a smaller triangle pattern, and a larger number of hide strands, 19, have been overbound with quill strips. Much of the quillwork is a really bright pink probably achieved with aniline dyes. Below this is a shorter hide fringe."
2809,LEEDM.F.1970.0054,Anthropology,Costume and Textiles,Plains Indian,,,,bag,tobacco bag,1870-1900,1870,"skin, beads",object: 103 x 340 x 4mm,"small skin bag with beadwork on front; bird and other motifs; fringe at base; thonged loop handle. Beadwork decoration of a spread eagle and two crosses, on pale tanned hide.","This small skin or hide bag was probably used to store tobacco. It is embroidred with beadwork on the front, with a distinctive design of a spread eagle, two crosses, and a flower form. A narrow hide handle is sewn on at the top, and the rim, side seam, and bottom of the bag are decorated with more simple beadwork strands. The hide fringe at the bottom is now rather worn and untidy. The bag is probably from the northern Plains, as the flower form shows some Eastern Woodlands influence."
2810,LEEDM.F.1970.0055,Anthropology,Costume and Textiles,Dakota/Lakota or Sioux?,,,,moccasins,,1870-1890,1870,"skin, glass beads, tin, feathers",object: 100 x 104 x 297mm,"flat sole; upper covered with glass beadwork, bands of white with motifs, bright green between. Uppers are of soft skin, soles of hide. Called moccasins, made of hide; side seam; rawhide soles have traces of fur. Flap on instep divided into 2 points and d","These are men's moccasins. The uppers are of soft skin, and the soles of harder rawhide. The uppers are almost completely covered with glass beadwork, in bands of white with geometric motifs, and bright green curves between. The tongue or top section of the vamp has been split and cut to make two pointed flaps whose ends are decorated with metal cones holding small orange feathers. The top of the ankles are bound with red cotton cloth."
2879,LEEDM.F.1971.0047,Anthropology,Costume and Textiles,Cree?,,,,moccasins,,1890s,1890,"hide, silk, feather quills",object: 155 x 96 x 270mm,"pair of moccasins of soft-tanned hide, with centre seam and shield-shaped white inset on vamp, cuff around ankles and ties; skin white on inside. Embroidered with silk thread in floral pattern, reds, blues, greens, yellow; vamp edged with border of bird q","This is one of a pair of moccasins made of soft-tanned caribou hide with large turned over ankle cuffs, where the white underface of the hide can be seen. The moccasins also have white moose hide insets on the vamp. These vamps are embroidered with silk thread in a floral pattern of reds, blues, greens and yellow, using chain stitch. The vamps are edged with a narrow border of dyed bird quills and possibly moose hair. The donor says that the moccasins were sent home to her grandmother by her great aunt, probably in late 19th century. The great aunt was secretary to the first bishop of Fort Churchill."
